,Ref_DOI_number,Ref_publication_date,Ref_journal,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_light_intensity,Perovskite_band_gap,Perovskite_composition_short_form,Cell_architecture,DOI,Citations,Journal,Publication_date
6320,10.1016/j.jpowsour.2019.226987,2019-08-08,Journal of Power Sources,1.16,22.3,0.76,19.1,100.0,,CsFAMAPbBrI,nip,10.1016/j.jpowsour.2019.226987,13,Journal of Power Sources,2019-08-08
6321,10.1021/acsaem.8b00293,2018-04-23,ACS Applied Energy Materials,1.15,21.74,0.764,19.1,100.0,1.6,MAPbI,nip,10.1021/acsaem.8b00293,37,ACS Applied Energy Materials,2018-04-23
6322,10.1002/chem.201804799,2018-10-30,Chemistry – A European Journal,1.08,23.34,0.757,19.1,100.0,1.6,MAPbI,nip,10.1002/chem.201804799,2,Chemistry – A European Journal,2018-10-30
6323,10.1002/adma.201801401,2018-06-08,Advanced Materials,1.08,21.91,0.804,19.1,100.0,1.6,(PEA)MAPbI,nip,10.1002/adma.201801401,98,Advanced Materials,2018-06-08
6324,10.1021/acsaem.8b02042,2019-03-12,ACS Applied Energy Materials,1.024,22.44,0.835,19.1,100.0,,MAPbI,pin,10.1021/acsaem.8b02042,12,ACS Applied Energy Materials,2019-03-12
6325,10.1021/acsami.7b11977,2017-09-07,ACS Applied Materials & Interfaces,1.09,22.2,0.81,19.1,100.0,1.6,MAPbI,pin,10.1021/acsami.7b11977,54,ACS Applied Materials & Interfaces,2017-09-07
6326,10.1016/j.mattod.2017.12.002,2018-02-10,Materials Today,1.0759999999999998,22.76,0.78,19.1,100.0,,FAMAPbBrI,pin,10.1016/j.mattod.2017.12.002,70,Materials Today,2018-02-10
6327,10.1021/acsami.8b15396,2018-12-17,ACS Applied Materials & Interfaces,1.14,23.6,0.7290000000000001,19.1,100.0,,CsFAMAPbBrI,nip,10.1021/acsami.8b15396,17,ACS Applied Materials & Interfaces,2018-12-17
6328,10.1038/s41467-019-08364-1,2019-01-25,Nature Communications,1.053,22.78,0.7959999999999999,19.11,100.0,1.55,FAMAPbBrI,nip,10.1038/s41467-019-08364-1,47,Nature Communications,2019-01-25
6329,10.1039/c6ee01037g,2016-05-27,Energy & Environmental Science,1.09,23.67,0.74,19.11,100.0,1.6,MAPbI,nip,10.1039/c6ee01037g,222,Energy & Environmental Science,2016-05-27
6330,10.1039/c8tc05864d,2018-12-21,Journal of Materials Chemistry C,1.127,23.22,0.7709999999999999,19.11,100.0,,CsFAMAPbBrI,nip,10.1039/c8tc05864d,23,Journal of Materials Chemistry C,2018-12-21
6331,10.1002/aenm.201601116,2016-07-26,Advanced Energy Materials,1.11,22.22,0.755,19.11,100.0,,CsFAMAPbBrI,nip,10.1002/aenm.201601116,87,Advanced Energy Materials,2016-07-26
6332,10.1039/c7ta02242e,2017-07-13,Journal of Materials Chemistry A,1.12,22.47,0.76,19.11,100.0,1.6,MAPbI,nip,10.1039/c7ta02242e,49,Journal of Materials Chemistry A,2017-07-13
6333,10.1016/j.jpowsour.2019.227504,2019-12-07,Journal of Power Sources,1.09,23.08,0.76,19.12,100.0,,CsFAMAPbBrI,nip,10.1016/j.jpowsour.2019.227504,5,Journal of Power Sources,2019-12-07
6334,10.1038/ncomms12305,2016-08-01,Nature Communications,1.12,21.6,0.7929999999999999,19.12,100.0,1.6,MAPbI,nip,10.1038/ncomms12305,346,Nature Communications,2016-08-01
6335,10.1002/adfm.201706276,2018-01-10,Advanced Functional Materials,1.112,22.8,0.758,19.12,100.0,1.6,MAPbI,nip,10.1002/adfm.201706276,99,Advanced Functional Materials,2018-01-10
6336,10.1016/j.nanoen.2018.05.010,2018-05-05,Nano Energy,1.16,22.54,0.711,19.12,100.0,1.6,CsFAMAPbBrI,nip,10.1016/j.nanoen.2018.05.010,68,Nano Energy,2018-05-05
6337,10.1002/solr.201900192,2019-06-21,Solar RRL,1.14,22.66,0.7559999999999999,19.12,100.0,1.6,MAPbI,pin,10.1002/solr.201900192,20,Solar RRL,2019-06-21
6338,10.1021/acsomega.8b01817,2018-09-07,ACS Omega,1.11,22.82,0.7609999999999999,19.13,100.0,,FAMAPbBrI,nip,10.1021/acsomega.8b01817,17,ACS Omega,2018-09-07
6339,10.1002/adfm.201904684,2019-08-30,Advanced Functional Materials,1.061,22.89,0.7879999999999999,19.13,100.0,1.6,MAPbI,pin,10.1002/adfm.201904684,27,Advanced Functional Materials,2019-08-30
6340,10.1002/adma.201706401,2018-01-22,Advanced Materials,1.064,23.96,0.763,19.13,100.0,1.6,MAPbI,nip,10.1002/adma.201706401,38,Advanced Materials,2018-01-22
6341,10.1016/j.jpowsour.2020.228443,2020-07-03,Journal of Power Sources,1.11,21.92,0.7809999999999999,19.13,100.0,,CsFAMAPbBrI,nip,10.1016/j.jpowsour.2020.228443,6,Journal of Power Sources,2020-07-03
6342,10.1039/c7ta08053k,2017-10-10,Journal of Materials Chemistry A,1.1,21.9,0.787,19.13,100.0,1.57,FAMAPbI,nip,10.1039/c7ta08053k,31,Journal of Materials Chemistry A,2017-10-10
6343,10.1039/c7ta11295e,2018-02-14,Journal of Materials Chemistry A,1.135,22.834,0.738,19.14,100.0,1.6,MAPbI,pin,10.1039/c7ta11295e,47,Journal of Materials Chemistry A,2018-02-14
6344,10.1039/c9ta00398c,2019-03-08,Journal of Materials Chemistry A,1.086,22.78,0.77,19.14,100.0,1.6,MAPbI,nip,10.1039/c9ta00398c,50,Journal of Materials Chemistry A,2019-03-08
6345,10.1002/ente.201901171,2020-01-18,Energy Technology,1.12,22.77,0.74,19.14,100.0,,CsFAMAPbBrI,pin,10.1002/ente.201901171,8,Energy Technology,2020-01-18
6346,10.1039/c8tc05484c,2018-11-20,Journal of Materials Chemistry C,1.112,22.41,0.77,19.14,100.0,,CsFAMAPbBrI,nip,10.1039/c8tc05484c,17,Journal of Materials Chemistry C,2018-11-20
6347,10.1039/d0nr01142h,2020-02-20,Nanoscale,1.09,23.34,0.75,19.15,100.0,1.614,MAPbI,pin,10.1039/d0nr01142h,14,Nanoscale,2020-02-20
6348,10.1039/c8ta00161h,2018-02-05,Journal of Materials Chemistry A,1.08,22.55,0.79,19.15,100.0,,CsFAMAPbI,pin,10.1039/c8ta00161h,40,Journal of Materials Chemistry A,2018-02-05
6349,10.1002/solr.201900565,2020-01-22,Solar RRL,1.07,22.33,0.8029999999999999,19.15,100.0,1.6,MAPbI,pin,10.1002/solr.201900565,4,Solar RRL,2020-01-22
6350,10.1016/j.jcis.2018.07.106,2018-07-24,Journal of Colloid and Interface Science,1.093,22.86,0.77,19.15,100.0,,CsFAMAPbBrI,nip,10.1016/j.jcis.2018.07.106,12,Journal of Colloid and Interface Science,2018-07-24
6351,10.1039/d0ta02956d,2020-05-25,Journal of Materials Chemistry A,1.102,22.41,0.7759999999999999,19.15,100.0,,CsFAMAPbBrI,pin,10.1039/d0ta02956d,48,Journal of Materials Chemistry A,2020-05-25
6352,10.1002/adma.201805547,2018-11-29,Advanced Materials,1.1,22.0,0.79,19.16,100.0,,CsFAMAPbBrI,pin,10.1002/adma.201805547,41,Advanced Materials,2018-11-29
6353,10.1016/j.nanoen.2017.08.059,2017-09-04,Nano Energy,1.147,21.8,0.7659999999999999,19.16,100.0,,MAPbI | CsPbBr,nip,10.1016/j.nanoen.2017.08.059,18,Nano Energy,2017-09-04
6354,10.1002/aenm.201701659,2017-09-18,Advanced Energy Materials,1.105,22.8,0.76,19.16,100.0,1.6,MAPbI,pin,10.1002/aenm.201701659,17,Advanced Energy Materials,2017-09-18
6355,10.1002/cplu.201700471,2018-01-18,ChemPlusChem,1.078,22.89,0.768,19.16,100.0,1.6,MAPbI,nip,10.1002/cplu.201700471,5,ChemPlusChem,2018-01-18
6356,10.1016/j.nanoen.2017.08.009,2017-08-09,Nano Energy,1.08,23.13,0.77,19.16,100.0,1.48,FAMAPbI,nip,10.1016/j.nanoen.2017.08.009,54,Nano Energy,2017-08-09
6357,10.1002/solr.201900224,2019-07-02,Solar RRL,1.045,23.2,0.789,19.16,100.0,,CsFAMAPbBrI,nip,10.1002/solr.201900224,3,Solar RRL,2019-07-02
6358,10.1002/anie.201807402,2018-08-07,Angewandte Chemie International Edition,1.1,23.24,0.75,19.17,100.0,,CsFAMAPbBrI,nip,10.1002/anie.201807402,64,Angewandte Chemie International Edition,2018-08-07
6359,10.1039/c7ta11280g,2018-03-28,Journal of Materials Chemistry A,1.099,21.88,0.797,19.17,100.0,1.6,MAPbI,pin,10.1039/c7ta11280g,48,Journal of Materials Chemistry A,2018-03-28
6360,10.1039/c7ta08040a,2017-11-07,Journal of Materials Chemistry A,1.144,22.64,0.74,19.17,100.0,,CsFAPbBrI,nip,10.1039/c7ta08040a,115,Journal of Materials Chemistry A,2017-11-07
6361,10.1007/s10853-019-04145-9,2019-10-28,Journal of Materials Science,1.101,23.13,0.753,19.17,100.0,1.6,MAPbI,pin,10.1007/s10853-019-04145-9,19,Journal of Materials Science,2019-10-28
6362,10.1002/adma.201702157,2017-07-25,Advanced Materials,1.08,22.81,0.78,19.17,100.0,1.6,MAPbI,nip,10.1002/adma.201702157,70,Advanced Materials,2017-07-25
6363,10.1021/acsaem.9b00050,2019-03-28,ACS Applied Energy Materials,1.11,22.5,0.77,19.17,100.0,,FAMAPbBrI,nip,10.1021/acsaem.9b00050,4,ACS Applied Energy Materials,2019-03-28
6364,10.1002/cssc.201801433,2018-07-17,ChemSusChem,1.09,22.76,0.773,19.17,100.0,,CsFAMAPbBrI,nip,10.1002/cssc.201801433,17,ChemSusChem,2018-07-17
6365,10.1016/j.jpowsour.2018.07.014,2018-09-21,Journal of Power Sources,1.08,22.17,0.7979999999999999,19.17,100.0,,FAMAPbBrI,nip,10.1016/j.jpowsour.2018.07.014,6,Journal of Power Sources,2018-09-21
6366,10.1002/advs.201901840,2019-12-13,Advanced Science,1.1,21.81,0.794,19.18,100.0,1.59,MAPbI,nip,10.1002/advs.201901840,19,Advanced Science,2019-12-13
6367,10.1016/j.nanoen.2017.08.041,2017-08-31,Nano Energy,1.15,22.54,0.74,19.18,100.0,,FAMAPbBrI,nip,10.1016/j.nanoen.2017.08.041,115,Nano Energy,2017-08-31
6368,10.1039/c7ta08204e,2017-12-08,Journal of Materials Chemistry A,1.09,22.8,0.77,19.18,100.0,1.6,MAPbI,nip,10.1039/c7ta08204e,24,Journal of Materials Chemistry A,2017-12-08
6369,10.1021/acsaem.8b01508,2018-12-04,ACS Applied Energy Materials,1.14,22.9,0.74,19.18,100.0,,CsFAMAPbBrI,nip,10.1021/acsaem.8b01508,15,ACS Applied Energy Materials,2018-12-04
6370,10.1002/aenm.201700722,2017-06-12,Advanced Energy Materials,1.12,21.77,0.7929999999999999,19.18,100.0,1.59,MAPbI,pin,10.1002/aenm.201700722,242,Advanced Energy Materials,2017-06-12
6371,10.1039/c8ta07048b,2018-08-30,Journal of Materials Chemistry A,1.094,22.35,0.785,19.19,100.0,1.58,MAPbI,nip,10.1039/c8ta07048b,13,Journal of Materials Chemistry A,2018-08-30
6372,10.1002/cssc.201900106,2019-03-06,ChemSusChem,1.09,22.29,0.79,19.19,100.0,1.6,MAPbI,nip,10.1002/cssc.201900106,6,ChemSusChem,2019-03-06
6373,10.1039/c7se00080d,2017-03-10,Sustainable Energy & Fuels,1.115,22.523000000000003,0.765,19.19,100.0,1.6,MAPbI,nip,10.1039/c7se00080d,7,Sustainable Energy & Fuels,2017-03-10
6374,10.1002/aenm.201901268,2019-08-07,Advanced Energy Materials,1.04,22.56,0.8170000000000001,19.19,100.0,1.6,MAPbI,pin,10.1002/aenm.201901268,48,Advanced Energy Materials,2019-08-07
6375,10.1002/adma.201801496,2018-08-24,Advanced Materials,1.079,22.33,0.79,19.19,100.0,1.6,MAPbI,nip,10.1002/adma.201801496,12,Advanced Materials,2018-08-24
6376,10.1002/solr.201900202,2019-06-12,Solar RRL,1.14,22.46,0.75,19.2,100.0,,CsFAMAPbBrI,nip,10.1002/solr.201900202,24,Solar RRL,2019-06-12
6377,10.1038/NENERGY.2015.1,2016-01-11,Nature Energy,1.13,22.69,0.757,19.2,100.0,1.5,MAPbI,pin,10.1038/NENERGY.2015.1,504,Nature Energy,2016-01-11
6378,10.1016/j.solmat.2016.09.046,2016-10-07,Solar Energy Materials and Solar Cells,0.828,20.89,0.7390000000000001,19.2,100.0,1.6,MAPbI,pin,10.1016/j.solmat.2016.09.046,34,Solar Energy Materials and Solar Cells,2016-10-07
6379,10.1021/acsaem.9b01658,2019-10-09,ACS Applied Energy Materials,1.09,22.9,0.77,19.2,100.0,,CsFAMAPbBrI,nip,10.1021/acsaem.9b01658,13,ACS Applied Energy Materials,2019-10-09
6380,10.1039/c9tc03111a,2019-07-16,Journal of Materials Chemistry C,1.094,22.7,0.773,19.2,100.0,,FAMAPbBrI,nip,10.1039/c9tc03111a,18,Journal of Materials Chemistry C,2019-07-16
6381,10.1021/acsami.8b20264,2019-03-12,ACS Applied Materials & Interfaces,1.08,23.2,0.774,19.2,100.0,,CsFAMAPbBrI,nip,10.1021/acsami.8b20264,22,ACS Applied Materials & Interfaces,2019-03-12
6382,10.1002/solr.201800192,2018-08-20,Solar RRL,1.1,22.4,0.78,19.2,100.0,,CsFAMAPbBrI,nip,10.1002/solr.201800192,5,Solar RRL,2018-08-20
6383,10.1039/c6ta07586j,2016-10-17,Journal of Materials Chemistry A,1.03,24.5,0.759,19.2,100.0,1.6,MAPbI,nip,10.1039/c6ta07586j,44,Journal of Materials Chemistry A,2016-10-17
6384,10.1021/acsami.9b09490,2019-09-19,ACS Applied Materials & Interfaces,1.14,23.12,0.728,19.2,100.0,1.6,CsFAMAPbBrI,nip,10.1021/acsami.9b09490,17,ACS Applied Materials & Interfaces,2019-09-19
6385,10.1039/c7ta01517h,2017-05-18,Journal of Materials Chemistry A,1.03,23.4,0.7959999999999999,19.2,100.0,1.6,MAPbI,pin,10.1039/c7ta01517h,70,Journal of Materials Chemistry A,2017-05-18
6386,10.1002/solr.201900196,2019-06-28,Solar RRL,1.14,22.5,0.74,19.2,100.0,,FAMAPbBrI,nip,10.1002/solr.201900196,8,Solar RRL,2019-06-28
6387,10.1002/aenm.201700302,2017-05-24,Advanced Energy Materials,1.09,22.7,0.78,19.2,100.0,1.6,CsFAMAPbBrI,pin,10.1002/aenm.201700302,170,Advanced Energy Materials,2017-05-24
6388,10.1021/acsami.7b05484,2017-07-03,ACS Applied Materials & Interfaces,1.141,21.5,0.76,19.2,100.0,,CsFAMAPbBrI,nip,10.1021/acsami.7b05484,56,ACS Applied Materials & Interfaces,2017-07-03
6389,10.1021/acsami.8b19390,2019-01-17,ACS Applied Materials & Interfaces,1.09,23.2,0.758,19.2,100.0,1.53,MAPbBrI,nip,10.1021/acsami.8b19390,31,ACS Applied Materials & Interfaces,2019-01-17
6390,10.1002/aenm.201903653,2020-02-03,Advanced Energy Materials,1.04,23.6,0.68,19.2,100.0,1.6,MAPbI,nip,10.1002/aenm.201903653,12,Advanced Energy Materials,2020-02-03
6391,10.1021/acsanm.8b00859,2018-07-11,ACS Applied Nano Materials,1.08,24.0,0.74,19.2,100.0,,FAMAPbBrI,nip,10.1021/acsanm.8b00859,24,ACS Applied Nano Materials,2018-07-11
6392,10.1016/j.nanoen.2018.09.037,2018-09-20,Nano Energy,1.12,22.8,0.76,19.2,100.0,1.51,CsFAMAPbBrI,nip,10.1016/j.nanoen.2018.09.037,38,Nano Energy,2018-09-20
6393,10.1002/aenm.201601882,2017-01-30,Advanced Energy Materials,1.1,23.0,0.76,19.2,100.0,,FAPbBrI,nip,10.1002/aenm.201601882,56,Advanced Energy Materials,2017-01-30
6394,10.1002/aenm.201801386,2018-08-07,Advanced Energy Materials,1.17,23.7,0.7709999999999999,19.2,100.0,,CsFAMAPbBrI,nip,10.1002/aenm.201801386,55,Advanced Energy Materials,2018-08-07
6395,10.1016/j.joule.2019.08.006,2019-09-17,Joule,1.06,22.1,0.71,19.2,100.0,,CsFAPbBrI,pin,10.1016/j.joule.2019.08.006,44,Joule,2019-09-17
6396,10.1002/aenm.201703399,2018-03-12,Advanced Energy Materials,1.13,22.46,0.7559999999999999,19.2,100.0,1.63,FAMAPbBrI,nip,10.1002/aenm.201703399,77,Advanced Energy Materials,2018-03-12
6397,10.1246/bcsj.20190241,2019-10-02,Bulletin of the Chemical Society of Japan,1.16,23.4,0.75,19.2,100.0,1.6,MAPbI,nip,10.1246/bcsj.20190241,10,Bulletin of the Chemical Society of Japan,2019-10-01
6398,10.1016/j.jechem.2018.01.020,2018-02-08,Journal of Energy Chemistry,1.15,22.0,0.775,19.2,100.0,,CsFAMAPbBrI,nip,10.1016/j.jechem.2018.01.020,25,Journal of Energy Chemistry,2018-02-08
6399,10.1039/c7ta06334b,2017-08-21,Journal of Materials Chemistry A,1.08,22.7,0.782,19.2,100.0,,FAMAPbBrI,nip,10.1039/c7ta06334b,120,Journal of Materials Chemistry A,2017-08-21
6400,10.1002/adma.201606555,2017-07-17,Advanced Materials,1.13,23.67,0.72,19.2,100.0,,FAMAPbBrI,nip,10.1002/adma.201606555,150,Advanced Materials,2017-07-17
6401,10.1002/aenm.202000310,2020-06-02,Advanced Energy Materials,1.13,22.2,0.8,19.2,100.0,1.63,CsFAMAPbBrI,pin,10.1002/aenm.202000310,41,Advanced Energy Materials,2020-06-02
6402,10.1002/admi.201900474,2019-06-04,Advanced Materials Interfaces,1.09,22.6,0.79,19.2,100.0,,FAMAPbI,pin,10.1002/admi.201900474,11,Advanced Materials Interfaces,2019-06-04
6403,10.1021/jacs.6b09656,2016-11-15,Journal of the American Chemical Society,1.1,22.03,0.785,19.2,100.0,1.6,FAPbBrI,nip,10.1021/jacs.6b09656,85,Journal of the American Chemical Society,2016-11-15
6404,10.1021/acsnano.6b07916,2017-02-27,ACS Nano,1.09,22.77,0.76,19.2,100.0,1.638,FAMAPbBrI,nip,10.1021/acsnano.6b07916,37,ACS Nano,2017-02-27
6405,10.1002/solr.201700125,2017-10-19,Solar RRL,1.055,22.55,0.8079999999999999,19.21,100.0,1.651,CsFAMAPbBrI,nip,10.1002/solr.201700125,24,Solar RRL,2017-10-19
6406,10.1039/c7se00036g,2017-03-14,Sustainable Energy & Fuels,1.054,22.55,0.8079999999999999,19.21,100.0,,CsFAMAPbBrI,nip,10.1039/c7se00036g,29,Sustainable Energy & Fuels,2017-03-14
6407,10.1038/s41467-018-06998-1,2018-10-25,Nature Communications,1.03,23.74,0.78,19.22,100.0,1.585,MAPbI,pin,10.1038/s41467-018-06998-1,28,Nature Communications,2018-10-25
6408,10.1016/j.orgel.2019.105430,2019-08-26,Organic Electronics,1.07,24.3,0.737,19.22,100.0,1.58,FAMAPbBrI,nip,10.1016/j.orgel.2019.105430,22,Organic Electronics,2019-08-26
6409,10.1002/anie.201903705,2019-06-05,Angewandte Chemie International Edition,1.045,23.37,0.787,19.22,100.0,,CsFAMAPbBrI,nip,10.1002/anie.201903705,28,Angewandte Chemie International Edition,2019-06-05
6410,10.1002/aenm.201701586,2017-12-05,Advanced Energy Materials,1.1,22.86,0.765,19.23,100.0,1.55,MAPbI,pin,10.1002/aenm.201701586,61,Advanced Energy Materials,2017-12-05
6411,10.3389/fmats.2019.00200,2019-08-27,Frontiers in Materials,1.064,23.41,0.772,19.23,100.0,,FAMAPbBrI,nip,10.3389/fmats.2019.00200,4,Frontiers in Materials,2019-08-27
6412,10.1021/acssuschemeng.8b03826,2018-09-27,ACS Sustainable Chemistry & Engineering,1.0,23.67,0.8009999999999999,19.23,100.0,1.6,MAPbI,nip,10.1021/acssuschemeng.8b03826,12,ACS Sustainable Chemistry & Engineering,2018-09-27
6413,10.1021/acsami.7b08504,2017-07-19,ACS Applied Materials & Interfaces,1.07,23.15,0.77,19.23,100.0,,FAMAPbBrI,nip,10.1021/acsami.7b08504,54,ACS Applied Materials & Interfaces,2017-07-19
6414,10.1021/acsami.7b01063,2017-03-14,ACS Applied Materials & Interfaces,1.1,22.86,0.765,19.23,100.0,1.6,MAPbI,nip,10.1021/acsami.7b01063,147,ACS Applied Materials & Interfaces,2017-03-14
6415,10.1016/j.orgel.2019.02.010,2019-02-11,Organic Electronics,1.19,21.42,0.76,19.23,100.0,,CsFAMAPbBrI,nip,10.1016/j.orgel.2019.02.010,24,Organic Electronics,2019-02-11
6416,10.3390/molecules24193466,2019-09-25,Molecules,1.07,22.65,0.7020000000000001,19.24,100.0,1.6,MAPbI,nip,10.3390/molecules24193466,8,Molecules,2019-09-25
6417,10.1039/c6dt00900j,2016-03-24,Dalton Transactions,1.13,23.13,0.736,19.24,100.0,1.6,MAPbI,nip,10.1039/c6dt00900j,45,Dalton Transactions,2016-03-24
6418,10.1016/j.orgel.2019.06.048,2019-06-28,Organic Electronics,1.11,22.02,0.79,19.24,100.0,1.6,MAPbI,nip,10.1016/j.orgel.2019.06.048,9,Organic Electronics,2019-06-28
6419,10.1039/c9tc05227e,2019-11-08,Journal of Materials Chemistry C,1.08,22.65,0.78,19.24,100.0,,FAMAPbBrI | (FEA)PbI,nip,10.1039/c9tc05227e,17,Journal of Materials Chemistry C,2019-11-07
6420,10.1016/j.apsusc.2019.05.068,2019-05-09,Applied Surface Science,1.14,23.17,0.728,19.24,100.0,1.6,MAPbI,nip,10.1016/j.apsusc.2019.05.068,30,Applied Surface Science,2019-05-09
6421,10.1039/c6ta10418e,2016-12-14,Journal of Materials Chemistry A,1.07,23.66,0.7759999999999999,19.24,100.0,1.6,MAPbI,nip,10.1039/c6ta10418e,47,Journal of Materials Chemistry A,2016-12-14
6422,10.1021/acsami.8b16649,2018-11-21,ACS Applied Materials & Interfaces,1.13,21.29,0.8,19.24,100.0,1.6,MAPbI,pin,10.1021/acsami.8b16649,48,ACS Applied Materials & Interfaces,2018-11-21
6423,10.1002/adfm.201901026,2019-04-04,Advanced Functional Materials,1.139,22.94,0.7559999999999999,19.24,100.0,1.6,MAPbI,nip,10.1002/adfm.201901026,83,Advanced Functional Materials,2019-04-04
6424,10.1039/C9TA04192C,2019-05-17,Journal of Materials Chemistry A,1.1,22.84,0.83,19.25,100.0,1.6,MAPbI,nip,10.1039/C9TA04192C,22,Journal of Materials Chemistry A,2019-05-17
6425,10.1021/acsaem.9b00637,2019-08-14,ACS Applied Energy Materials,1.1,23.1,0.755,19.25,100.0,,CsFAMAPbBrI,nip,10.1021/acsaem.9b00637,7,ACS Applied Energy Materials,2019-08-14
6426,10.1002/aenm.201900198,2019-03-20,Advanced Energy Materials,1.065,22.74,0.799,19.26,100.0,,CsFAMAPbBrI,pin,10.1002/aenm.201900198,121,Advanced Energy Materials,2019-03-20
6427,10.1039/c8ta09382b,2018-10-29,Journal of Materials Chemistry A,1.16,22.81,0.73,19.26,100.0,,FAMAPbBrI,nip,10.1039/c8ta09382b,12,Journal of Materials Chemistry A,2018-10-29
6428,10.1021/acsaem.9b01009,2019-07-29,ACS Applied Energy Materials,1.16,22.72,0.731,19.26,100.0,1.6,MAPbI,nip,10.1021/acsaem.9b01009,3,ACS Applied Energy Materials,2019-07-29
6429,10.1021/acsami.9b14619,2019-12-04,ACS Applied Materials & Interfaces,1.11,23.357,0.743,19.26,100.0,1.6,MAPbI,nip,10.1021/acsami.9b14619,9,ACS Applied Materials & Interfaces,2019-12-04
6430,10.1002/smll.201804692,2018-11-27,Small,1.04,23.46,0.787,19.26,100.0,1.5,MAPbI,pin,10.1002/smll.201804692,15,Small,2018-11-27
6431,10.1016/j.nanoen.2019.103932,2019-07-24,Nano Energy,1.05,23.7,0.773,19.26,100.0,1.6,MAPbI,pin,10.1016/j.nanoen.2019.103932,19,Nano Energy,2019-07-24
6432,10.1021/acsami.8b04003,2018-05-22,ACS Applied Materials & Interfaces,1.11,23.15,0.75,19.27,100.0,,FAMAPbBrI,nip,10.1021/acsami.8b04003,63,ACS Applied Materials & Interfaces,2018-05-22
6433,10.1002/adma.201808357,2019-06-17,Advanced Materials,1.12,22.7,0.748,19.27,100.0,,CsFAMAPbBrI,nip,10.1002/adma.201808357,48,Advanced Materials,2019-06-17
6434,10.1016/j.matlet.2019.04.127,2019-04-30,Materials Letters,1.079,23.84,0.75,19.29,100.0,1.6,MAPbI,nip,10.1016/j.matlet.2019.04.127,4,Materials Letters,2019-04-30
6435,10.1039/c8ta07462c,2018-11-21,Journal of Materials Chemistry A,1.1,23.36,0.7490000000000001,19.29,100.0,1.56,FAMAPbBrI,nip,10.1039/c8ta07462c,13,Journal of Materials Chemistry A,2018-11-21
6436,10.1021/acs.jpclett.7b02679,2018-01-19,The Journal of Physical Chemistry Letters,1.11,22.49,0.784,19.29,100.0,,MAPbI | BAPbI,pin,10.1021/acs.jpclett.7b02679,298,The Journal of Physical Chemistry Letters,2018-01-19
6437,10.1039/c9ee02983d,2019-11-11,Energy & Environmental Science,1.08,22.0,0.81,19.3,100.0,1.6,MAPbI,pin,10.1039/c9ee02983d,56,Energy & Environmental Science,2019-11-11
6438,10.1038/ncomms10379,2016-01-13,Nature Communications,1.114,23.0,0.74,19.3,98.1,,FAMAPbBrI,nip,10.1038/ncomms10379,612,Nature Communications,2016-01-13
6439,10.1038/nature23877,2017-09-04,Nature,1.12,22.6,0.76,19.3,100.0,1.58,MAPbI,nip,10.1038/nature23877,498,Nature,2017-09-04
6440,10.1002/aenm.201900990,2019-06-24,Advanced Energy Materials,1.169,21.4,0.769,19.3,100.0,,CsFAMAPbBrI,nip,10.1002/aenm.201900990,33,Advanced Energy Materials,2019-06-24
6441,10.1039/c6nr07369g,2016-11-30,Nanoscale,1.14,23.8,0.71,19.3,100.0,,FAMAPbBrI,nip,10.1039/c6nr07369g,15,Nanoscale,2016-11-30
6442,10.1002/aenm.201801509,2018-07-02,Advanced Energy Materials,1.06,23.52,0.77,19.3,100.0,1.6,MAPbI,pin,10.1002/aenm.201801509,119,Advanced Energy Materials,2018-07-02
6443,10.1039/C9RA05371A,2019-09-10,RSC Advances,1.07,24.7,0.7290000000000001,19.3,100.0,,FAMAPbBrI,nip,10.1039/C9RA05371A,16,RSC Advances,2019-09-10
6444,10.1021/acsami.6b06847,2016-08-16,ACS Applied Materials & Interfaces,0.98,20.13,0.7559999999999999,19.3,100.0,1.6,MAPbI,pin,10.1021/acsami.6b06847,17,ACS Applied Materials & Interfaces,2016-08-16
6445,10.1016/j.nanoen.2017.11.024,2017-11-10,Nano Energy,1.09,23.56,0.787,19.3,100.0,,FAMAPbBrI,nip,10.1016/j.nanoen.2017.11.024,49,Nano Energy,2017-11-10
6446,10.1016/j.joule.2018.10.025,2018-11-16,Joule,1.09,23.46,0.784,19.3,100.0,1.6,MAPbI,pin,10.1016/j.joule.2018.10.025,86,Joule,2018-11-16
6447,10.1021/acs.chemmater.9b01396,2019-06-04,Chemistry of Materials,1.077,21.7,0.825,19.3,100.0,1.5,MAPbI,pin,10.1021/acs.chemmater.9b01396,25,Chemistry of Materials,2019-06-04
6448,10.1016/j.nanoen.2017.06.037,2017-06-23,Nano Energy,1.176,22.7,0.725,19.3,100.0,,CsFAMAPbBrI,nip,10.1016/j.nanoen.2017.06.037,49,Nano Energy,2017-06-23
